cargo_id,origin,destination,distance_km,cargo_type,cargo_weight_tons,pickup_hour,urgency
C21093,Ahmedabad,Mumbai,530,Pharma,4.74,11,same_day
C21094,Kolkata,Delhi,1500,Furniture,1.21,22,normal
C21095,Bengaluru,Chennai,350,Textiles,1.14,13,same_day
C21096,Ahmedabad,Jaipur,670,FMCG,0.69,15,normal
C21097,Mumbai,Pune,150,Textiles,2.42,0,normal
C21098,Bengaluru,Delhi,2150,Auto Parts,1.12,6,same_day
C21099,Chennai,Hyderabad,630,Furniture,0.56,4,normal
C21100,Bengaluru,Hyderabad,570,Auto Parts,2.58,13,same_day
C21101,Delhi,Lucknow,550,Auto Parts,1.86,16,normal
C21102,Kolkata,Delhi,1500,Electronics,1.86,17,normal
C21103,Delhi,Lucknow,550,Furniture,2.85,18,same_day
C21104,Chennai,Bengaluru,350,Industrial Goods,0.64,10,same_day
C21105,Mumbai,Bengaluru,980,Textiles,5.98,13,normal
C21106,Bengaluru,Hyderabad,570,Furniture,0.8,13,normal
C21107,Delhi,Lucknow,550,Auto Parts,2.03,22,normal
C21108,Jaipur,Ahmedabad,670,Electronics,0.87,7,normal
C21109,Ahmedabad,Mumbai,530,Textiles,2.13,16,same_day
C21110,Hyderabad,Chennai,630,Textiles,1.92,1,normal
C21111,Delhi,Bengaluru,2150,Electronics,1.42,21,normal
C21112,Jaipur,Delhi,280,Electronics,1.32,21,normal
C21113,Mumbai,Delhi,1400,Furniture,1.32,10,normal
C21114,Ahmedabad,Mumbai,530,Industrial Goods,1.16,16,same_day
C21115,Delhi,Bengaluru,2150,Auto Parts,1.4,9,normal
C21116,Ahmedabad,Mumbai,530,Auto Parts,0.23,14,normal
C21117,Pune,Mumbai,150,Industrial Goods,0.84,22,normal
C21118,Hyderabad,Bengaluru,570,Auto Parts,0.47,22,same_day
C21119,Delhi,Kolkata,1500,Electronics,3.1,12,urgent
C21120,Delhi,Mumbai,1400,Auto Parts,2.3,0,normal
C21121,Delhi,Lucknow,550,Auto Parts,1.38,19,normal
C21122,Bengaluru,Delhi,2150,Electronics,1.48,23,same_day
C21123,Hyderabad,Bengaluru,570,Textiles,5.66,9,normal
C21124,Delhi,Mumbai,1400,Textiles,1.77,0,urgent
C21125,Mumbai,Bengaluru,980,Textiles,0.81,12,normal
C21126,Bengaluru,Delhi,2150,Furniture,0.24,1,same_day
C21127,Hyderabad,Chennai,630,Pharma,3.25,11,urgent
C21128,Bengaluru,Delhi,2150,Auto Parts,3.97,23,normal
C21129,Delhi,Mumbai,1400,Industrial Goods,0.84,3,normal
C21130,Chennai,Bengaluru,350,Furniture,2.79,6,normal
C21131,Mumbai,Pune,150,E-commerce Parcels,0.4,23,normal
C21132,Kolkata,Bhubaneswar,440,Furniture,3.32,10,normal
C21133,Mumbai,Delhi,1400,Electronics,1.92,14,normal
C21134,Bengaluru,Delhi,2150,FMCG,0.49,11,same_day
C21135,Bengaluru,Hyderabad,570,Furniture,2.51,11,same_day
C21136,Lucknow,Delhi,550,Electronics,1.48,19,urgent
C21137,Kolkata,Delhi,1500,Textiles,0.28,22,normal
C21138,Bengaluru,Hyderabad,570,Furniture,3.92,21,normal
C21139,Delhi,Kolkata,1500,Industrial Goods,3.83,10,normal
C21140,Chennai,Hyderabad,630,Pharma,1.81,21,normal
C21141,Hyderabad,Chennai,630,Auto Parts,0.45,9,same_day
C21142,Chennai,Bengaluru,350,E-commerce Parcels,1.53,16,normal
C21143,Chennai,Bengaluru,350,E-commerce Parcels,2.7,13,normal
C21144,Delhi,Bengaluru,2150,Electronics,1.5,3,normal
C21145,Kolkata,Bhubaneswar,440,FMCG,1.12,18,normal
C21146,Lucknow,Delhi,550,Textiles,2.1,6,normal
C21147,Ahmedabad,Jaipur,670,E-commerce Parcels,3.15,13,normal
C21148,Delhi,Bengaluru,2150,Textiles,3.96,11,same_day
C21149,Mumbai,Bengaluru,980,E-commerce Parcels,3.73,14,normal
C21150,Hyderabad,Chennai,630,Furniture,1.72,15,normal
C21151,Lucknow,Delhi,550,Pharma,0.29,11,same_day
C21152,Lucknow,Delhi,550,Textiles,0.29,23,normal
C21153,Delhi,Bengaluru,2150,Auto Parts,6.76,22,normal
C21154,Bengaluru,Mumbai,980,Furniture,5.74,5,urgent
C21155,Chennai,Hyderabad,630,FMCG,1.0,9,normal
C21156,Jaipur,Delhi,280,E-commerce Parcels,0.72,1,urgent
C21157,Mumbai,Ahmedabad,530,Pharma,3.89,19,normal
C21158,Mumbai,Ahmedabad,530,Textiles,0.54,18,normal
C21159,Delhi,Lucknow,550,FMCG,4.53,5,urgent
C21160,Bengaluru,Mumbai,980,Electronics,4.17,23,normal
C21161,Delhi,Bengaluru,2150,Furniture,0.51,15,normal
C21162,Bhubaneswar,Kolkata,440,Electronics,5.03,6,normal
C21163,Kolkata,Bhubaneswar,440,Industrial Goods,1.76,23,normal
C21164,Hyderabad,Bengaluru,570,Furniture,1.25,10,normal
C21165,Ahmedabad,Jaipur,670,Furniture,1.54,8,normal
C21166,Chennai,Bengaluru,350,Pharma,2.27,13,normal
C21167,Delhi,Bengaluru,2150,FMCG,1.36,5,normal
C21168,Ahmedabad,Jaipur,670,FMCG,1.0,18,same_day
C21169,Chennai,Hyderabad,630,Auto Parts,0.9,5,same_day
C21170,Delhi,Lucknow,550,Furniture,2.04,9,normal
C21171,Kolkata,Delhi,1500,FMCG,0.62,12,same_day
C21172,Jaipur,Ahmedabad,670,Furniture,0.3,17,same_day
C21173,Hyderabad,Chennai,630,Textiles,0.8,5,normal
C21174,Chennai,Bengaluru,350,FMCG,1.79,18,normal
C21175,Pune,Mumbai,150,Textiles,3.49,20,normal
C21176,Bhubaneswar,Kolkata,440,Electronics,0.69,23,normal
C21177,Bhubaneswar,Kolkata,440,Industrial Goods,2.61,15,normal
C21178,Hyderabad,Bengaluru,570,FMCG,6.95,15,same_day
C21179,Delhi,Mumbai,1400,Industrial Goods,0.35,17,normal
C21180,Chennai,Bengaluru,350,Electronics,5.87,16,same_day
C21181,Hyderabad,Bengaluru,570,Textiles,2.56,19,same_day
C21182,Kolkata,Bhubaneswar,440,E-commerce Parcels,3.13,10,same_day
C21183,Delhi,Lucknow,550,Furniture,4.43,23,normal
C21184,Hyderabad,Bengaluru,570,Industrial Goods,0.37,19,normal
C21185,Hyderabad,Chennai,630,E-commerce Parcels,7.71,0,normal
C21186,Bengaluru,Delhi,2150,Pharma,4.32,7,normal
C21187,Bhubaneswar,Kolkata,440,Industrial Goods,0.34,16,urgent
C21188,Delhi,Kolkata,1500,Electronics,0.48,1,normal
C21189,Delhi,Lucknow,550,Auto Parts,1.71,4,normal
C21190,Ahmedabad,Mumbai,530,Furniture,6.71,19,urgent
C21191,Chennai,Hyderabad,630,FMCG,2.81,6,normal
C21192,Mumbai,Ahmedabad,530,Electronics,1.57,17,same_day
C21193,Mumbai,Bengaluru,980,FMCG,1.13,16,same_day
C21194,Jaipur,Ahmedabad,670,Industrial Goods,1.14,9,normal
C21195,Hyderabad,Chennai,630,FMCG,1.36,11,normal
C21196,Bengaluru,Mumbai,980,Industrial Goods,0.88,16,normal
C21197,Lucknow,Delhi,550,Textiles,0.37,5,normal
C21198,Hyderabad,Chennai,630,FMCG,2.48,10,normal
C21199,Bengaluru,Chennai,350,Auto Parts,0.98,3,normal
C21200,Kolkata,Delhi,1500,Auto Parts,0.25,0,same_day
C21201,Mumbai,Delhi,1400,Textiles,3.12,22,normal
C21202,Bengaluru,Mumbai,980,Industrial Goods,5.74,1,normal
C21203,Bhubaneswar,Kolkata,440,E-commerce Parcels,2.62,13,normal
C21204,Kolkata,Delhi,1500,FMCG,1.92,8,normal
C21205,Bhubaneswar,Kolkata,440,Electronics,5.38,7,normal
C21206,Delhi,Lucknow,550,Industrial Goods,1.26,5,normal
C21207,Ahmedabad,Jaipur,670,Industrial Goods,1.18,17,normal
C21208,Delhi,Kolkata,1500,E-commerce Parcels,1.05,8,normal
C21209,Ahmedabad,Jaipur,670,FMCG,1.81,17,normal
C21210,Pune,Mumbai,150,Textiles,3.45,0,normal
C21211,Jaipur,Ahmedabad,670,Electronics,1.58,7,normal
C21212,Hyderabad,Bengaluru,570,Auto Parts,1.82,13,normal
C21213,Chennai,Bengaluru,350,Furniture,0.37,11,normal
C21214,Jaipur,Ahmedabad,670,E-commerce Parcels,1.32,19,normal
C21215,Bengaluru,Mumbai,980,Furniture,0.52,7,normal
C21216,Mumbai,Ahmedabad,530,Industrial Goods,4.12,21,normal
C21217,Bengaluru,Chennai,350,Auto Parts,2.08,10,normal
C21218,Jaipur,Delhi,280,Industrial Goods,0.68,21,normal
C21219,Delhi,Kolkata,1500,Pharma,0.25,15,normal
C21220,Hyderabad,Chennai,630,Auto Parts,2.44,12,normal
C21221,Chennai,Hyderabad,630,FMCG,2.4,10,normal
C21222,Chennai,Bengaluru,350,Textiles,4.78,13,normal
C21223,Mumbai,Ahmedabad,530,Textiles,1.17,22,normal
C21224,Hyderabad,Bengaluru,570,Textiles,2.09,3,same_day
C21225,Hyderabad,Chennai,630,E-commerce Parcels,4.46,4,normal
C21226,Delhi,Mumbai,1400,Pharma,3.24,4,normal
C21227,Mumbai,Pune,150,Auto Parts,1.85,9,same_day
C21228,Delhi,Lucknow,550,Furniture,5.64,13,urgent
C21229,Bengaluru,Hyderabad,570,E-commerce Parcels,2.2,5,normal
C21230,Bhubaneswar,Kolkata,440,Auto Parts,5.27,12,normal
C21231,Kolkata,Bhubaneswar,440,Furniture,0.39,8,normal
C21232,Ahmedabad,Mumbai,530,Electronics,0.44,1,normal
C21233,Delhi,Lucknow,550,Auto Parts,0.32,19,normal
C21234,Ahmedabad,Mumbai,530,Electronics,0.96,16,normal
C21235,Ahmedabad,Jaipur,670,Electronics,0.27,10,normal
C21236,Bhubaneswar,Kolkata,440,Industrial Goods,7.11,11,same_day
C21237,Bengaluru,Hyderabad,570,E-commerce Parcels,1.78,23,normal
C21238,Jaipur,Ahmedabad,670,Industrial Goods,2.91,19,normal
C21239,Jaipur,Delhi,280,Auto Parts,0.27,19,normal
C21240,Chennai,Hyderabad,630,Pharma,4.26,8,normal
C21241,Bengaluru,Chennai,350,Industrial Goods,2.98,0,urgent
C21242,Kolkata,Bhubaneswar,440,Electronics,1.42,4,normal
C21243,Bengaluru,Chennai,350,Pharma,5.6,5,same_day
C21244,Kolkata,Bhubaneswar,440,Textiles,7.78,0,normal
C21245,Lucknow,Delhi,550,FMCG,4.09,18,normal
C21246,Jaipur,Delhi,280,FMCG,7.97,11,normal
C21247,Pune,Mumbai,150,Electronics,5.05,0,normal
C21248,Chennai,Bengaluru,350,Furniture,5.46,0,same_day
C21249,Delhi,Jaipur,280,Pharma,0.35,2,normal
C21250,Bengaluru,Hyderabad,570,Textiles,2.81,21,normal
C21251,Ahmedabad,Mumbai,530,Pharma,4.55,14,normal
C21252,Lucknow,Delhi,550,Furniture,0.81,18,normal
C21253,Chennai,Bengaluru,350,FMCG,3.45,21,normal
C21254,Bhubaneswar,Kolkata,440,Electronics,0.61,9,normal
C21255,Kolkata,Delhi,1500,Electronics,2.35,14,same_day
C21256,Delhi,Mumbai,1400,FMCG,0.47,20,normal
C21257,Delhi,Kolkata,1500,Textiles,1.09,7,same_day
C21258,Jaipur,Delhi,280,Furniture,0.93,16,normal
C21259,Hyderabad,Chennai,630,Industrial Goods,0.41,9,normal
C21260,Kolkata,Delhi,1500,Furniture,0.26,4,same_day
C21261,Mumbai,Bengaluru,980,Pharma,0.53,9,normal
C21262,Mumbai,Delhi,1400,Pharma,2.25,9,normal
C21263,Hyderabad,Bengaluru,570,FMCG,0.75,20,normal
C21264,Bengaluru,Hyderabad,570,Auto Parts,3.14,21,normal
C21265,Chennai,Hyderabad,630,Auto Parts,1.11,14,urgent
C21266,Delhi,Lucknow,550,E-commerce Parcels,2.35,9,same_day
C21267,Delhi,Jaipur,280,FMCG,0.27,15,same_day
C21268,Lucknow,Delhi,550,Furniture,4.24,11,same_day
C21269,Mumbai,Delhi,1400,Textiles,7.48,11,normal
C21270,Mumbai,Bengaluru,980,Textiles,2.14,1,urgent
C21271,Bengaluru,Delhi,2150,FMCG,0.95,3,normal
C21272,Mumbai,Bengaluru,980,FMCG,0.67,9,same_day
C21273,Delhi,Bengaluru,2150,Industrial Goods,1.28,18,normal
C21274,Bengaluru,Delhi,2150,Electronics,0.46,23,urgent
C21275,Mumbai,Ahmedabad,530,Electronics,0.43,14,normal
C21276,Jaipur,Delhi,280,Furniture,0.65,12,normal
C21277,Bengaluru,Mumbai,980,Textiles,0.38,2,normal
C21278,Mumbai,Ahmedabad,530,Auto Parts,0.57,21,normal
C21279,Ahmedabad,Jaipur,670,Industrial Goods,0.22,9,normal
C21280,Chennai,Bengaluru,350,Auto Parts,5.94,10,same_day
C21281,Bhubaneswar,Kolkata,440,Industrial Goods,1.08,20,urgent
C21282,Jaipur,Delhi,280,Furniture,1.43,7,normal
C21283,Delhi,Kolkata,1500,Auto Parts,7.88,10,normal
C21284,Mumbai,Ahmedabad,530,Auto Parts,0.47,6,normal
C21285,Jaipur,Ahmedabad,670,E-commerce Parcels,0.44,17,normal
C21286,Jaipur,Delhi,280,E-commerce Parcels,1.14,5,normal
C21287,Delhi,Bengaluru,2150,E-commerce Parcels,1.03,8,normal
C21288,Mumbai,Delhi,1400,Industrial Goods,5.79,13,normal
C21289,Bengaluru,Hyderabad,570,FMCG,6.93,4,normal
C21290,Mumbai,Delhi,1400,Pharma,2.47,1,normal
C21291,Jaipur,Ahmedabad,670,Industrial Goods,0.78,10,same_day
C21292,Chennai,Hyderabad,630,Furniture,1.3,22,same_day
C21293,Jaipur,Ahmedabad,670,Electronics,0.34,2,normal
C21294,Bengaluru,Hyderabad,570,E-commerce Parcels,0.9,15,normal
C21295,Delhi,Jaipur,280,Furniture,2.63,16,normal
C21296,Pune,Mumbai,150,Industrial Goods,0.72,15,normal
C21297,Ahmedabad,Jaipur,670,Auto Parts,1.59,13,normal
C21298,Mumbai,Bengaluru,980,FMCG,2.71,16,same_day
C21299,Ahmedabad,Jaipur,670,Furniture,6.47,5,same_day
C21300,Ahmedabad,Jaipur,670,E-commerce Parcels,0.65,5,normal
C21301,Jaipur,Ahmedabad,670,Furniture,0.87,14,normal
C21302,Hyderabad,Bengaluru,570,Auto Parts,2.56,16,normal
C21303,Chennai,Hyderabad,630,FMCG,1.92,0,normal
C21304,Hyderabad,Bengaluru,570,Industrial Goods,2.45,20,normal
C21305,Mumbai,Bengaluru,980,Auto Parts,0.77,12,same_day
C21306,Jaipur,Ahmedabad,670,Pharma,2.79,23,same_day
C21307,Mumbai,Bengaluru,980,Industrial Goods,6.16,16,normal
C21308,Kolkata,Bhubaneswar,440,Auto Parts,0.4,14,normal
C21309,Bhubaneswar,Kolkata,440,FMCG,0.3,11,normal
C21310,Pune,Mumbai,150,E-commerce Parcels,2.88,4,same_day
C21311,Hyderabad,Chennai,630,Furniture,0.36,0,urgent
C21312,Kolkata,Delhi,1500,FMCG,1.28,8,normal
C21313,Ahmedabad,Jaipur,670,Furniture,2.2,18,same_day
C21314,Delhi,Bengaluru,2150,Textiles,1.76,9,normal
C21315,Delhi,Mumbai,1400,Auto Parts,1.42,0,same_day
C21316,Kolkata,Delhi,1500,Pharma,0.59,16,same_day
C21317,Delhi,Mumbai,1400,Furniture,2.0,9,normal
C21318,Mumbai,Bengaluru,980,Pharma,1.41,15,normal
C21319,Mumbai,Pune,150,Textiles,0.47,12,normal
C21320,Kolkata,Delhi,1500,Furniture,5.01,9,normal
C21321,Ahmedabad,Jaipur,670,Textiles,1.02,0,same_day
C21322,Mumbai,Bengaluru,980,Industrial Goods,1.04,4,urgent
C21323,Chennai,Bengaluru,350,Electronics,3.23,21,normal
C21324,Ahmedabad,Jaipur,670,E-commerce Parcels,6.96,5,same_day
C21325,Hyderabad,Bengaluru,570,Auto Parts,7.47,11,normal
C21326,Hyderabad,Bengaluru,570,FMCG,0.8,17,same_day
C21327,Ahmedabad,Jaipur,670,Furniture,2.85,0,normal
C21328,Jaipur,Ahmedabad,670,E-commerce Parcels,0.31,20,normal
C21329,Bengaluru,Delhi,2150,Pharma,2.48,22,normal
C21330,Mumbai,Pune,150,Industrial Goods,2.34,8,same_day
C21331,Kolkata,Delhi,1500,E-commerce Parcels,1.21,0,same_day
C21332,Mumbai,Delhi,1400,Pharma,0.26,12,normal
C21333,Jaipur,Ahmedabad,670,FMCG,1.84,19,same_day
C21334,Delhi,Bengaluru,2150,FMCG,1.01,6,normal
C21335,Pune,Mumbai,150,Electronics,6.76,6,normal
C21336,Hyderabad,Chennai,630,FMCG,0.52,19,normal
C21337,Delhi,Jaipur,280,Furniture,2.85,14,normal
C21338,Delhi,Bengaluru,2150,Electronics,2.22,4,normal
C21339,Bengaluru,Delhi,2150,Electronics,2.07,11,same_day
C21340,Mumbai,Bengaluru,980,Pharma,0.55,7,same_day
C21341,Delhi,Bengaluru,2150,Textiles,0.74,7,normal
C21342,Jaipur,Delhi,280,Auto Parts,3.01,13,normal
C21343,Bengaluru,Hyderabad,570,Industrial Goods,0.36,2,normal
C21344,Lucknow,Delhi,550,Electronics,1.45,16,normal
C21345,Mumbai,Bengaluru,980,Pharma,1.97,18,normal
C21346,Delhi,Bengaluru,2150,Textiles,1.93,15,same_day
C21347,Bhubaneswar,Kolkata,440,E-commerce Parcels,0.62,23,normal
C21348,Hyderabad,Chennai,630,Auto Parts,3.03,10,normal
C21349,Lucknow,Delhi,550,Furniture,0.62,18,normal
C21350,Delhi,Mumbai,1400,E-commerce Parcels,2.64,23,normal
C21351,Ahmedabad,Jaipur,670,Pharma,1.11,6,normal
C21352,Jaipur,Ahmedabad,670,Textiles,5.81,18,normal
C21353,Mumbai,Pune,150,Auto Parts,4.42,13,normal
C21354,Kolkata,Delhi,1500,Textiles,0.38,14,normal
C21355,Mumbai,Delhi,1400,Electronics,0.63,12,same_day
C21356,Delhi,Jaipur,280,Electronics,7.19,8,same_day
C21357,Delhi,Kolkata,1500,Industrial Goods,0.23,10,same_day
C21358,Chennai,Bengaluru,350,Pharma,6.54,18,normal
C21359,Chennai,Hyderabad,630,Auto Parts,2.01,23,normal
C21360,Mumbai,Pune,150,E-commerce Parcels,1.29,1,normal
C21361,Pune,Mumbai,150,Industrial Goods,0.27,16,normal
C21362,Jaipur,Delhi,280,E-commerce Parcels,1.03,8,normal
C21363,Kolkata,Bhubaneswar,440,E-commerce Parcels,3.61,18,normal
C21364,Mumbai,Ahmedabad,530,Furniture,2.83,21,normal
C21365,Bhubaneswar,Kolkata,440,Pharma,5.73,21,normal
C21366,Bengaluru,Hyderabad,570,Auto Parts,0.54,3,urgent
C21367,Lucknow,Delhi,550,Textiles,0.85,15,normal
C21368,Bengaluru,Delhi,2150,Industrial Goods,1.36,12,normal
C21369,Bhubaneswar,Kolkata,440,FMCG,1.06,1,urgent
C21370,Bengaluru,Mumbai,980,FMCG,7.48,11,normal
C21371,Delhi,Lucknow,550,FMCG,1.17,11,normal
C21372,Hyderabad,Chennai,630,E-commerce Parcels,1.47,2,normal
C21373,Pune,Mumbai,150,Industrial Goods,3.17,22,same_day
C21374,Bhubaneswar,Kolkata,440,E-commerce Parcels,0.81,15,normal
C21375,Bengaluru,Chennai,350,Pharma,1.4,2,normal
C21376,Ahmedabad,Mumbai,530,E-commerce Parcels,7.01,5,normal
C21377,Mumbai,Delhi,1400,Electronics,4.1,7,same_day
C21378,Chennai,Bengaluru,350,Textiles,1.15,0,normal
C21379,Chennai,Bengaluru,350,Pharma,1.28,10,same_day
C21380,Bengaluru,Hyderabad,570,Furniture,7.01,17,normal
C21381,Bengaluru,Delhi,2150,Auto Parts,1.29,13,normal
C21382,Mumbai,Ahmedabad,530,Auto Parts,2.07,21,normal
C21383,Chennai,Bengaluru,350,FMCG,4.89,13,normal
C21384,Bengaluru,Delhi,2150,Pharma,6.96,20,same_day
C21385,Bhubaneswar,Kolkata,440,Furniture,2.74,4,normal
C21386,Kolkata,Bhubaneswar,440,Auto Parts,0.4,20,urgent
C21387,Bengaluru,Chennai,350,Auto Parts,2.07,15,normal
C21388,Chennai,Hyderabad,630,Furniture,5.44,0,normal
C21389,Jaipur,Ahmedabad,670,Furniture,4.32,16,normal
C21390,Ahmedabad,Jaipur,670,Pharma,0.48,0,normal
C21391,Jaipur,Ahmedabad,670,Furniture,0.77,14,normal
C21392,Mumbai,Delhi,1400,Furniture,3.64,16,normal
C21393,Mumbai,Pune,150,FMCG,0.41,7,normal
C21394,Delhi,Mumbai,1400,Industrial Goods,1.29,6,normal
C21395,Hyderabad,Chennai,630,Furniture,1.25,8,normal
C21396,Ahmedabad,Mumbai,530,Furniture,1.69,11,normal
C21397,Delhi,Bengaluru,2150,Furniture,3.18,8,normal
C21398,Delhi,Kolkata,1500,Auto Parts,4.84,15,normal
C21399,Kolkata,Bhubaneswar,440,Textiles,0.35,1,normal
C21400,Bengaluru,Mumbai,980,FMCG,1.5,6,normal
C21401,Mumbai,Pune,150,Industrial Goods,2.74,19,normal
C21402,Chennai,Bengaluru,350,FMCG,1.0,5,normal
C21403,Bengaluru,Hyderabad,570,Electronics,1.15,13,normal
C21404,Mumbai,Bengaluru,980,Furniture,7.57,0,normal
C21405,Chennai,Bengaluru,350,Electronics,4.92,0,normal
C21406,Ahmedabad,Jaipur,670,Auto Parts,0.27,15,normal
C21407,Lucknow,Delhi,550,Electronics,5.22,8,normal
C21408,Hyderabad,Bengaluru,570,Electronics,5.41,11,normal
C21409,Mumbai,Pune,150,Pharma,0.87,16,normal
C21410,Ahmedabad,Mumbai,530,E-commerce Parcels,1.7,10,normal
C21411,Bhubaneswar,Kolkata,440,Auto Parts,2.95,11,urgent
C21412,Ahmedabad,Mumbai,530,FMCG,0.35,12,normal
C21413,Pune,Mumbai,150,Textiles,0.36,23,normal
C21414,Bengaluru,Mumbai,980,Furniture,1.76,12,same_day
C21415,Pune,Mumbai,150,Auto Parts,1.99,22,normal
C21416,Kolkata,Bhubaneswar,440,Electronics,2.45,5,normal
C21417,Mumbai,Pune,150,Pharma,1.78,9,normal
C21418,Mumbai,Bengaluru,980,E-commerce Parcels,1.24,13,normal
C21419,Bhubaneswar,Kolkata,440,E-commerce Parcels,0.25,12,normal
C21420,Delhi,Lucknow,550,Industrial Goods,3.22,3,normal
C21421,Bengaluru,Chennai,350,FMCG,0.7,20,normal
C21422,Mumbai,Delhi,1400,Electronics,2.13,20,same_day
C21423,Ahmedabad,Mumbai,530,Industrial Goods,0.53,7,same_day
C21424,Chennai,Bengaluru,350,Industrial Goods,1.04,7,normal
C21425,Mumbai,Bengaluru,980,Industrial Goods,1.14,5,normal
C21426,Pune,Mumbai,150,Furniture,0.92,23,normal
C21427,Hyderabad,Bengaluru,570,E-commerce Parcels,2.07,22,normal
C21428,Bhubaneswar,Kolkata,440,Furniture,0.44,2,normal
C21429,Chennai,Hyderabad,630,Electronics,5.98,3,normal
C21430,Mumbai,Bengaluru,980,Auto Parts,3.04,9,normal
C21431,Bengaluru,Delhi,2150,Textiles,0.61,5,normal
C21432,Kolkata,Bhubaneswar,440,Auto Parts,0.28,22,urgent
C21433,Mumbai,Bengaluru,980,Electronics,1.09,2,normal
C21434,Hyderabad,Chennai,630,E-commerce Parcels,1.5,7,same_day
C21435,Jaipur,Delhi,280,Electronics,0.34,0,normal
C21436,Chennai,Bengaluru,350,Pharma,1.54,8,same_day
C21437,Mumbai,Bengaluru,980,FMCG,0.66,9,normal
C21438,Bengaluru,Chennai,350,Auto Parts,1.23,10,normal
C21439,Jaipur,Delhi,280,Textiles,1.42,1,normal
C21440,Mumbai,Ahmedabad,530,Electronics,0.59,5,normal
C21441,Mumbai,Pune,150,E-commerce Parcels,2.4,16,normal
C21442,Bhubaneswar,Kolkata,440,Pharma,6.38,2,normal
C21443,Kolkata,Delhi,1500,Pharma,0.4,17,normal
C21444,Bengaluru,Delhi,2150,Auto Parts,2.95,22,normal
C21445,Delhi,Bengaluru,2150,Furniture,0.88,19,normal
C21446,Lucknow,Delhi,550,Electronics,0.55,20,normal
C21447,Ahmedabad,Mumbai,530,Textiles,6.78,0,normal
C21448,Delhi,Jaipur,280,Textiles,1.79,7,normal
C21449,Mumbai,Delhi,1400,Pharma,1.33,16,normal
C21450,Bengaluru,Hyderabad,570,Auto Parts,0.68,8,normal
C21451,Delhi,Bengaluru,2150,Industrial Goods,1.73,9,normal
C21452,Ahmedabad,Jaipur,670,Furniture,0.93,4,normal
C21453,Chennai,Hyderabad,630,Industrial Goods,0.21,7,normal
C21454,Kolkata,Delhi,1500,Electronics,0.4,19,same_day
C21455,Lucknow,Delhi,550,Auto Parts,0.78,14,normal
C21456,Delhi,Mumbai,1400,Industrial Goods,1.34,5,normal
C21457,Bhubaneswar,Kolkata,440,E-commerce Parcels,0.63,2,normal
C21458,Jaipur,Ahmedabad,670,Auto Parts,0.85,18,same_day
C21459,Kolkata,Bhubaneswar,440,Pharma,3.26,0,same_day
C21460,Delhi,Mumbai,1400,Pharma,1.27,22,urgent
C21461,Mumbai,Pune,150,Furniture,0.49,12,normal
C21462,Pune,Mumbai,150,E-commerce Parcels,4.52,13,normal
C21463,Lucknow,Delhi,550,Industrial Goods,0.83,15,normal
C21464,Kolkata,Delhi,1500,Industrial Goods,1.31,6,same_day
C21465,Lucknow,Delhi,550,Electronics,2.3,6,urgent
C21466,Kolkata,Bhubaneswar,440,Electronics,0.84,6,normal
C21467,Delhi,Mumbai,1400,Textiles,3.15,20,normal
C21468,Bengaluru,Delhi,2150,Furniture,0.37,2,urgent
C21469,Bhubaneswar,Kolkata,440,Auto Parts,2.24,18,normal
C21470,Delhi,Jaipur,280,Pharma,1.21,19,normal
C21471,Delhi,Bengaluru,2150,Pharma,1.57,17,normal
C21472,Chennai,Hyderabad,630,Pharma,2.65,23,normal
C21473,Delhi,Kolkata,1500,Industrial Goods,0.47,23,normal
C21474,Bengaluru,Hyderabad,570,Pharma,2.77,8,normal
C21475,Delhi,Jaipur,280,Electronics,0.57,17,normal
C21476,Bengaluru,Hyderabad,570,E-commerce Parcels,0.4,11,normal
C21477,Delhi,Mumbai,1400,Textiles,5.75,3,normal
C21478,Bengaluru,Chennai,350,E-commerce Parcels,0.21,23,same_day
C21479,Bengaluru,Delhi,2150,E-commerce Parcels,0.75,1,normal
C21480,Bengaluru,Mumbai,980,FMCG,0.6,11,normal
C21481,Jaipur,Ahmedabad,670,Pharma,1.18,17,same_day
C21482,Mumbai,Pune,150,FMCG,0.35,8,normal
C21483,Bengaluru,Chennai,350,Electronics,0.4,7,normal
C21484,Lucknow,Delhi,550,Auto Parts,0.24,14,normal
C21485,Chennai,Bengaluru,350,Pharma,1.31,4,normal
C21486,Delhi,Mumbai,1400,Furniture,4.9,8,normal
C21487,Delhi,Kolkata,1500,Auto Parts,1.72,13,normal
C21488,Bengaluru,Mumbai,980,Furniture,1.28,2,same_day
C21489,Delhi,Kolkata,1500,Industrial Goods,1.93,10,urgent
C21490,Chennai,Bengaluru,350,Pharma,4.01,18,urgent
C21491,Chennai,Bengaluru,350,FMCG,1.08,17,normal
C21492,Mumbai,Pune,150,Electronics,0.26,11,normal
C21493,Chennai,Bengaluru,350,Auto Parts,0.22,6,normal
C21494,Jaipur,Delhi,280,E-commerce Parcels,1.85,20,normal
C21495,Mumbai,Delhi,1400,E-commerce Parcels,3.25,1,normal
C21496,Delhi,Jaipur,280,Pharma,0.46,12,same_day
C21497,Kolkata,Bhubaneswar,440,Furniture,1.67,0,normal
C21498,Lucknow,Delhi,550,E-commerce Parcels,0.68,0,normal
C21499,Chennai,Bengaluru,350,Textiles,0.73,19,same_day
C21500,Ahmedabad,Mumbai,530,Auto Parts,0.4,20,same_day
C21501,Mumbai,Bengaluru,980,Auto Parts,2.63,7,normal
